Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	Fuel Flow  (L/hr)	RPM	Thrust (N)
136.565	23.392	56.413	451.213	192.942	1.558	51.832	51.391	5.617	12.505	48220.910	14.356
136.766	23.293	56.698	451.906	193.718	1.537	51.357	50.969	5.419	12.505	48086.432	14.362
136.965	23.149	57.062	452.540	194.446	1.518	50.917	50.454	5.475	12.505	48083.464	14.329
137.166	23.066	57.377	453.685	194.646	1.503	50.493	50.052	5.374	13.148	47566.904	13.934
137.366	22.982	57.713	455.471	195.439	1.488	50.008	49.598	5.261	13.148	47569.023	14.417
137.565	22.953	58.117	456.666	196.225	1.479	49.486	49.117	5.066	13.230	47460.273	14.614
137.765	22.785	58.280	458.160	196.760	1.460	49.063	48.683	5.088	13.338	47067.526	13.824
137.965	22.767	58.490	459.434	197.550	1.452	48.697	48.307	5.236	13.337	47069.143	14.164
138.165	22.742	58.611	461.018	197.750	1.434	48.265	47.921	4.974	13.153	46596.933	13.046
138.365	22.690	58.910	461.882	198.711	1.421	47.938	47.607	5.224	13.149	46576.654	13.643
138.565	22.592	59.199	463.588	198.702	1.412	47.675	47.304	5.162	13.148	46579.201	13.846
138.766	22.603	59.477	465.167	199.836	1.421	47.146	46.781	5.212	12.997	46105.098	13.600
138.966	22.531	59.619	465.768	200.433	1.407	46.927	46.501	5.199	12.997	46105.098	13.715
139.166	22.452	59.838	467.913	201.201	1.402	46.631	46.242	5.203	12.919	45826.035	12.618
139.366	22.480	60.108	469.262	200.811	1.398	46.310	45.992	5.054	12.770	45653.166	13.698
139.565	22.441	60.246	470.782	202.189	1.385	46.163	45.769	5.003	12.770	45653.287	13.545
139.765	22.256	60.611	471.586	202.972	1.379	45.914	45.605	4.951	13.312	45235.007	12.832
139.965	22.247	60.444	473.649	203.508	1.351	46.113	45.748	5.150	13.337	45236.220	13.704
140.165	22.299	60.800	475.558	204.133	1.364	45.987	45.654	5.145	13.338	45221.375	13.759
140.365	22.247	60.846	477.039	205.260	1.348	45.809	45.535	5.040	12.997	44879.907	12.602
140.566	22.151	61.039	478.412	206.070	1.361	45.590	45.296	4.951	12.997	44878.799	12.530
140.765	22.112	61.362	479.609	206.401	1.358	45.495	45.203	5.018	13.024	44628.876	13.112
140.966	22.168	61.457	481.055	207.038	1.346	45.480	45.122	4.934	13.224	44584.357	13.364
141.167	22.200	61.508	482.324	207.637	1.352	45.138	44.771	4.861	13.225	44582.643	13.090
141.366	22.043	61.819	484.086	208.908	1.319	45.350	45.004	4.958	13.313	44330.067	13.633
141.567	22.013	61.965	485.246	210.048	1.338	45.063	44.710	4.962	13.338	44326.315	13.057
141.767	21.970	62.106	486.774	210.634	1.340	45.182	44.869	4.976	13.337	44255.931	12.777
141.967	22.038	62.122	488.154	211.103	1.330	45.025	44.726	5.042	13.073	44117.798	12.344
142.168	21.914	62.393	489.821	211.438	1.313	45.039	44.708	5.028	13.073	44121.024	13.583
142.367	21.871	62.540	491.757	212.778	1.316	44.892	44.554	4.917	13.072	43946.231	13.221
142.568	21.860	62.503	492.202	213.443	1.316	44.912	44.612	5.012	13.338	43941.153	12.338
142.768	21.827	62.781	493.810	213.920	1.316	44.666	44.303	4.718	13.338	43942.318	13.144
142.968	21.793	62.837	495.212	214.397	1.326	44.615	44.264	4.975	13.005	43788.693	12.053
143.168	21.850	63.002	496.968	215.367	1.314	44.660	44.335	5.029	12.694	43794.434	13.282
143.369	21.734	63.122	497.438	216.382	1.322	44.564	44.245	4.995	12.694	43704.757	12.218
143.569	21.800	63.167	498.301	217.190	1.314	44.666	44.332	5.110	12.469	43655.799	12.470
143.769	21.750	63.260	500.335	217.940	1.317	44.627	44.376	5.023	12.467	43656.058	12.377
143.969	21.730	63.347	501.223	218.389	1.316	44.657	44.377	5.112	12.467	43550.865	12.174
144.169	21.740	63.532	502.757	219.516	1.315	44.462	44.099	4.894	12.429	43549.458	12.245
144.369	21.722	63.759	503.838	219.541	1.306	44.458	44.126	4.915	12.429	43543.103	13.320
144.569	21.714	63.862	504.438	220.059	1.303	44.689	44.360	5.085	12.455	43467.601	13.391
144.769	21.601	63.879	506.228	221.042	1.301	44.760	44.444	5.114	12.505	43462.757	12.596
144.969	21.674	63.994	507.128	221.369	1.293	44.788	44.455	4.983	12.505	43409.846	13.183
145.169	21.666	64.110	507.679	221.817	1.316	44.724	44.364	5.008	12.470	43398.865	13.112
145.369	21.582	64.277	508.525	222.878	1.301	44.668	44.323	5.055	12.467	43399.318	13.435
145.569	21.623	64.430	509.007	223.964	1.309	44.596	44.285	4.964	12.467	43358.406	13.600
145.769	21.656	64.441	509.628	224.689	1.300	44.704	44.402	4.921	12.430	43355.503	12.569
145.969	21.608	64.537	510.227	224.855	1.306	44.699	44.348	5.095	12.429	43343.447	13.101
146.170	21.518	64.819	511.938	225.659	1.313	44.566	44.227	4.877	12.424	43321.592	13.649
146.369	21.529	64.893	512.757	226.011	1.313	44.616	44.298	4.999	12.391	43321.091	13.375
146.569	21.541	64.976	513.024	226.485	1.316	44.614	44.242	4.999	12.391	43297.271	13.452
146.770	21.549	65.015	514.159	227.822	1.310	44.570	44.269	5.186	12.264	43294.247	12.536
146.969	21.481	65.103	514.765	228.277	1.299	44.595	44.282	5.077	12.240	43293.317	12.898
147.169	21.480	65.354	515.301	228.730	1.303	44.620	44.290	4.964	12.240	43277.752	13.567
147.370	21.441	65.454	516.195	229.423	1.288	44.964	44.642	5.415	12.467	43275.828	13.808
147.569	21.554	65.455	515.345	229.732	1.299	44.719	44.373	5.043	12.468	43272.885	13.803
147.771	21.535	65.472	516.107	230.441	1.303	44.831	44.520	5.102	12.505	43268.972	13.123
147.971	21.455	65.626	517.106	231.171	1.302	44.787	44.429	5.024	12.845	43265.899	12.486
148.172	21.419	65.730	517.455	231.990	1.305	44.844	44.496	5.097	12.846	43265.034	13.068
148.372	21.388	65.939	517.512	232.339	1.317	44.712	44.369	4.847	12.645	43268.131	13.638
148.573	21.466	66.008	518.564	233.157	1.288	45.037	44.706	5.192	12.506	43271.333	13.687
148.772	21.423	66.018	518.539	233.414	1.301	44.942	44.604	5.217	12.505	43272.521	12.991
148.972	21.367	66.209	518.651	234.754	1.305	44.992	44.623	5.185	12.694	43272.780	13.380
149.172	21.456	66.294	518.818	235.008	1.315	44.774	44.445	5.028	12.695	43288.708	13.205
149.372	21.301	66.395	519.505	234.980	1.309	45.086	44.718	5.240	12.694	43282.685	13.369
149.572	21.413	66.409	519.458	235.798	1.310	44.891	44.523	5.089	12.619	43288.126	13.238
149.772	21.342	66.625	519.571	236.611	1.310	44.916	44.604	4.995	12.619	43297.562	13.781
149.973	21.335	66.626	519.683	236.973	1.305	44.915	44.576	4.949	12.602	43295.104	13.068
150.174	21.329	66.811	519.939	237.515	1.302	45.029	44.711	5.081	12.580	43301.451	14.247
150.373	21.261	66.843	519.155	238.579	1.315	45.002	44.653	5.159	12.580	43302.656	13.353
150.573	21.338	66.860	519.790	238.429	1.302	44.873	44.568	5.063	12.395	43305.098	13.347
150.774	21.393	66.940	519.167	239.334	1.301	45.155	44.847	5.275	12.392	43314.647	13.309
150.973	21.344	67.095	519.909	239.474	1.316	44.949	44.631	5.175	12.391	43314.267	12.898
151.173	21.327	67.201	519.365	240.420	1.316	44.949	44.633	5.314	12.544	43313.110	12.750
151.374	21.232	67.404	520.591	241.018	1.307	45.051	44.702	5.278	12.543	43324.527	14.356
151.573	21.227	67.481	520.095	241.888	1.318	44.900	44.574	5.083	12.607	43323.355	13.704
151.773	21.334	67.600	520.953	241.804	1.309	44.905	44.533	5.132	12.808	43337.577	14.504
151.973	21.280	67.671	521.326	242.265	1.317	44.884	44.488	5.119	12.808	43335.936	13.622
152.173	21.366	67.793	521.299	242.976	1.305	44.955	44.620	5.318	12.430	43339.744	14.296
152.373	21.302	67.702	521.023	243.673	1.312	45.060	44.720	5.270	12.353	43340.658	13.112
152.574	21.318	67.959	521.836	243.995	1.311	45.056	44.703	5.179	12.353	43345.364	14.587
152.775	21.321	68.088	522.276	244.436	1.312	45.055	44.768	5.186	12.165	43350.385	14.236
152.975	21.350	67.988	522.988	244.861	1.326	44.986	44.625	5.171	12.165	43356.805	13.506
153.175	21.280	68.148	522.667	246.071	1.322	45.062	44.759	5.267	12.140	43352.665	13.194
153.377	21.278	68.332	523.853	246.270	1.318	45.156	44.787	5.221	11.824	43367.130	14.472
153.577	21.384	68.398	523.043	246.562	1.334	45.202	44.851	5.244	11.824	43368.973	14.016
153.776	21.366	68.466	522.841	246.677	1.334	45.184	44.859	5.326	12.356	43367.405	13.375
153.977	21.232	68.626	524.167	247.265	1.320	45.125	44.781	5.377	12.618	43372.579	13.704
154.176	21.381	68.603	524.138	248.025	1.326	45.085	44.711	5.237	12.619	43375.514	13.852
154.377	21.332	68.633	524.690	248.628	1.318	45.164	44.782	5.436	11.975	43382.945	13.885
154.577	21.245	68.795	525.220	248.809	1.317	45.107	44.723	5.229	11.975	43382.298	13.567
154.776	21.253	68.924	524.744	249.784	1.320	45.176	44.823	5.320	11.975	43383.786	14.186
154.976	21.258	68.912	525.422	249.719	1.308	45.240	44.884	5.396	12.354	43391.540	13.364
155.178	21.339	68.958	525.753	249.423	1.318	45.053	44.665	5.260	12.354	43393.982	13.983
155.377	21.223	69.191	525.167	251.073	1.317	45.074	44.747	5.285	12.257	43391.184	13.813
155.578	21.251	69.318	525.294	250.960	1.325	45.125	44.786	5.201	12.164	43402.601	13.978
155.777	21.344	69.306	524.725	251.777	1.332	45.077	44.722	5.313	12.164	43403.361	14.186
155.979	21.281	69.329	525.476	252.261	1.319	45.186	44.877	5.379	12.240	43404.614	13.435
156.178	21.324	69.439	525.159	252.238	1.333	44.987	44.620	5.231	12.240	43407.436	13.923
156.378	21.304	69.554	525.014	252.786	1.322	45.169	44.811	5.390	12.240	43409.288	14.450
156.578	21.206	69.736	525.689	253.534	1.311	45.353	45.012	5.563	11.937	43409.676	14.718
156.778	21.260	69.647	524.961	254.190	1.306	45.163	44.836	5.330	11.937	43409.878	13.748
156.978	21.199	69.742	525.534	254.440	1.318	45.183	44.881	5.333	12.043	43412.279	13.512
157.180	21.151	69.803	525.604	254.462	1.317	45.132	44.754	5.369	12.278	43419.435	13.918
157.380	21.186	69.867	525.219	255.377	1.307	45.168	44.747	5.351	12.278	43419.993	13.627
157.580	21.252	70.004	524.637	255.464	1.310	45.148	44.747	5.381	12.316	43430.520	14.153
157.780	21.243	69.980	524.225	255.858	1.306	45.157	44.806	5.370	12.316	43427.884	13.983
157.981	21.168	70.146	524.520	256.601	1.319	45.046	44.702	5.411	12.316	43425.596	13.781
158.181	21.181	70.275	524.525	256.538	1.314	45.372	44.976	5.600	12.050	43428.758	14.729
158.382	21.238	70.247	524.864	258.273	1.308	45.244	44.852	5.480	12.051	43426.995	13.748
158.582	21.273	70.352	525.213	257.966	1.322	45.256	44.909	5.384	12.151	43436.293	14.351
158.781	21.257	70.342	525.225	258.710	1.321	45.252	44.864	5.452	12.694	43435.808	13.605
158.983	21.186	70.413	525.514	258.880	1.326	45.286	44.868	5.553	12.694	43436.641	13.676
159.182	21.105	70.538	525.728	259.753	1.326	45.369	45.007	5.477	12.577	43446.756	14.461
159.382	21.084	70.591	525.566	259.519	1.336	45.113	44.705	5.420	12.543	43443.869	13.627
159.584	21.197	70.654	526.764	259.721	1.313	45.231	44.968	5.395	12.544	43452.464	14.565
159.783	21.176	70.715	526.109	259.765	1.311	45.324	44.995	5.531	12.504	43456.184	13.923
159.983	21.263	70.811	526.860	261.291	1.313	45.248	44.861	5.539	12.504	43457.502	14.548
160.183	21.165	70.838	526.572	261.235	1.318	45.326	44.961	5.480	12.510	43461.205	13.671
160.384	21.199	70.939	526.993	261.293	1.323	45.278	44.857	5.469	12.694	43464.326	14.066
160.584	21.208	71.055	526.614	261.651	1.327	45.267	44.891	5.541	12.694	43465.272	15.102
160.784	21.242	71.116	526.672	262.169	1.336	45.191	44.798	5.276	12.602	43468.231	14.504
160.984	21.201	71.078	526.749	262.133	1.328	45.288	44.950	5.453	12.543	43464.932	13.841
161.184	21.109	71.188	526.593	263.245	1.328	45.342	44.998	5.747	12.543	43461.261	13.622
161.386	21.072	71.282	526.892	263.482	1.347	45.267	44.868	5.421	12.656	43461.528	14.033
161.585	21.056	71.314	526.875	263.879	1.340	45.231	44.864	5.505	12.656	43460.679	14.280
161.786	21.074	71.354	526.503	264.057	1.323	45.223	44.881	5.586	12.656	43460.299	13.561
161.986	21.161	71.478	527.079	264.495	1.331	45.311	44.927	5.493	12.505	43466.040	14.587
162.186	21.170	71.503	527.081	264.882	1.340	45.147	44.777	5.540	12.505	43465.094	14.855
162.386	21.119	71.616	527.402	265.372	1.323	45.154	44.806	5.499	12.609	43467.334	14.746
162.586	21.101	71.617	527.914	265.327	1.324	45.298	44.944	5.602	12.732	43463.622	13.940
162.787	21.115	71.793	527.631	265.500	1.322	45.306	44.891	5.505	12.732	43467.132	14.718
162.986	21.158	71.734	527.614	265.801	1.318	45.099	44.784	5.414	12.248	43468.369	14.329
163.186	21.154	71.745	527.697	266.659	1.311	45.147	44.804	5.520	12.240	43465.167	13.704
163.386	21.080	71.826	527.700	267.123	1.309	45.233	44.890	5.590	12.240	43464.285	14.126
163.587	21.128	71.947	527.513	267.931	1.314	45.104	44.793	5.582	12.316	43467.318	15.102
163.786	21.101	71.893	527.586	267.247	1.280	45.257	44.874	5.597	12.316	43464.948	13.709
163.986	21.103	71.980	528.000	267.752	1.299	45.220	44.819	5.552	12.247	43465.272	13.676
164.186	21.074	72.015	528.050	268.426	1.298	45.366	44.994	5.550	12.050	43463.234	13.682
164.386	21.012	72.122	528.004	269.297	1.306	45.325	44.915	5.569	12.050	43472.371	13.605
164.586	21.043	72.254	528.627	269.142	1.293	45.506	45.132	5.654	12.594	43473.268	14.844
164.787	21.077	72.220	528.578	269.094	1.294	45.374	44.996	5.591	12.618	43472.517	14.192
164.987	21.045	72.303	528.084	269.439	1.306	45.432	45.047	5.368	12.619	43487.766	14.312
165.187	21.027	72.357	527.939	269.862	1.325	45.396	44.978	5.494	12.353	43486.901	13.983
165.388	21.028	72.477	528.373	270.367	1.326	45.374	45.015	5.396	12.353	43494.048	14.274
165.589	21.013	72.380	528.313	271.083	1.322	45.327	44.989	5.280	12.363	43500.032	13.852
165.789	21.055	72.475	528.178	271.439	1.305	45.363	44.921	5.259	12.429	43500.686	13.978
165.989	21.096	72.511	528.134	271.321	1.323	45.404	45.085	5.642	12.429	43504.099	13.830
166.190	21.074	72.591	528.202	272.011	1.318	45.475	45.118	5.548	12.043	43506.751	14.504
166.390	21.062	72.778	528.610	272.008	1.337	45.559	45.199	5.619	11.975	43505.045	14.872
166.590	21.057	72.807	528.941	272.671	1.325	45.512	45.136	5.576	11.974	43513.494	14.729
166.790	21.154	72.731	529.041	272.940	1.352	45.573	45.183	5.634	12.543	43513.712	14.016
166.990	21.029	72.863	528.994	272.589	1.344	45.416	45.023	5.434	12.543	43528.606	14.625
167.190	21.062	72.973	529.648	273.466	1.334	45.468	45.090	5.500	12.543	43534.403	14.576
167.391	21.004	72.953	529.402	274.012	1.323	45.600	45.258	5.655	12.391	43533.142	14.417
167.590	21.154	72.961	529.076	274.071	1.345	45.404	45.062	5.603	12.392	43543.976	14.022
167.792	21.029	72.975	528.878	274.465	1.338	45.448	45.068	5.547	12.266	43539.481	14.186
167.991	21.140	73.088	528.882	274.786	1.330	45.442	45.124	5.564	12.165	43544.785	14.658
168.191	21.026	73.156	528.788	274.662	1.325	45.439	45.071	5.336	12.164	43542.270	14.362
168.391	21.107	73.132	528.404	275.576	1.330	45.506	45.096	5.453	12.240	43544.753	14.291
168.592	21.061	73.307	528.389	274.886	1.336	45.626	45.234	5.699	12.240	43547.316	15.278
168.791	21.002	73.287	527.913	275.434	1.342	45.565	45.195	5.727	12.240	43542.238	14.148
168.991	21.068	73.259	528.463	275.412	1.334	45.437	45.068	5.418	12.544	43545.844	14.263
169.191	21.010	73.448	528.568	276.361	1.338	45.544	45.165	5.619	12.543	43556.177	14.450
169.392	21.018	73.468	528.738	276.820	1.327	45.755	45.386	5.651	12.493	43559.719	15.508
169.591	21.062	73.526	528.756	276.932	1.326	45.863	45.446	5.618	12.429	43568.031	15.141
169.791	21.032	73.448	528.750	277.586	1.344	46.013	45.694	5.768	12.430	43567.149	14.203
169.991	21.067	73.576	530.075	276.306	1.346	46.157	45.792	5.620	13.018	43572.785	15.267
170.191	21.022	73.599	530.286	277.975	1.346	46.440	46.018	5.600	13.035	43608.483	15.842
170.391	21.128	73.691	530.385	278.088	1.341	46.780	46.439	5.828	13.035	43609.202	15.541
170.592	21.142	73.731	531.226	277.647	1.351	47.002	46.630	5.629	12.430	43616.123	15.316
170.791	21.031	73.873	532.774	278.179	1.358	47.435	47.063	5.731	12.429	43681.624	15.738
170.992	21.017	73.809	534.039	279.239	1.365	47.756	47.406	5.867	12.469	43679.344	15.223
171.193	21.085	73.938	535.543	279.358	1.367	48.067	47.637	5.858	12.619	43800.716	16.292
171.392	21.014	73.889	536.792	279.628	1.362	48.385	48.039	5.830	12.619	43816.507	15.278
171.592	21.079	73.991	538.183	279.851	1.371	48.860	48.507	6.124	12.463	43822.135	16.468
171.792	21.098	74.053	539.803	279.798	1.386	49.057	48.625	5.950	12.430	44010.050	16.681
171.992	21.053	74.096	541.083	280.654	1.404	49.555	49.160	6.005	12.429	44005.611	15.771
172.193	21.050	74.235	542.781	280.822	1.399	50.064	49.573	6.046	12.505	44099.557	16.879
172.392	21.104	74.106	544.453	281.806	1.412	50.252	49.828	6.074	12.505	44237.520	15.810
172.592	21.130	74.191	545.983	281.770	1.430	50.825	50.427	6.080	12.508	44239.590	16.177
172.794	21.043	74.298	547.718	282.273	1.449	51.329	50.871	6.077	12.544	44520.885	16.193
172.993	21.082	74.431	549.739	282.054	1.466	51.831	51.350	6.197	12.543	44523.845	16.676
173.193	21.061	74.542	551.824	282.622	1.463	52.520	52.065	6.531	12.518	44526.602	17.888
173.393	21.066	74.569	553.394	282.697	1.487	52.810	52.310	6.116	12.505	44857.639	16.517
173.593	21.060	74.693	555.310	283.678	1.492	53.561	53.129	6.691	12.505	44861.876	18.096
173.795	20.980	74.793	557.671	284.242	1.516	54.165	53.641	6.478	12.694	45111.185	17.680
173.995	20.969	74.918	560.419	284.401	1.517	55.007	54.467	6.701	12.694	45238.864	18.519
174.194	21.049	74.941	562.656	284.186	1.548	55.658	55.106	6.661	12.695	45240.602	17.833
174.395	21.015	75.059	564.825	284.540	1.560	56.638	56.104	7.120	12.656	45671.674	18.573
174.594	21.004	75.173	567.582	285.481	1.592	57.323	56.723	6.842	12.657	45671.156	18.584
174.794	21.016	75.285	569.283	286.213	1.609	58.092	57.485	6.967	12.656	45827.846	18.683
174.994	20.999	75.515	571.999	285.978	1.621	58.545	57.925	7.031	12.656	46176.776	20.043
175.194	20.969	75.647	574.669	286.382	1.633	59.197	58.576	6.978	12.656	46173.081	20.087
175.394	20.996	75.720	577.270	285.953	1.642	59.769	59.147	6.954	13.178	46683.981	19.358
175.595	21.049	75.883	578.729	286.980	1.662	60.295	59.588	7.319	13.186	46711.965	20.888
175.794	21.022	76.127	580.353	286.848	1.667	60.706	60.018	7.103	13.186	46713.146	21.025
175.994	20.926	76.209	582.215	287.000	1.693	60.911	60.226	7.182	13.148	47252.281	20.443
176.194	20.906	76.401	583.057	287.884	1.717	61.293	60.619	7.325	13.148	47251.100	20.449
176.394	21.012	76.513	583.540	287.419	1.706	61.445	60.792	7.145	13.250	47532.792	21.041
176.595	20.919	76.625	584.785	287.717	1.691	61.880	61.242	7.378	13.414	47759.615	20.339
176.796	20.978	76.806	585.559	287.840	1.719	61.866	61.270	7.080	13.414	47762.509	20.416
176.995	20.882	76.950	586.293	288.436	1.717	62.117	61.456	7.217	13.159	48220.287	20.476
177.197	20.916	77.101	587.066	287.879	1.720	62.590	61.920	7.566	13.149	48222.082	20.668
177.396	20.939	77.357	587.724	287.725	1.707	62.910	62.289	7.727	13.149	48235.124	21.568
177.596	20.939	77.539	588.606	288.416	1.745	62.927	62.362	7.584	13.451	48632.924	21.798
177.797	20.964	77.674	588.871	288.445	1.742	63.218	62.669	7.296	13.451	48632.714	21.233
177.997	20.929	77.810	589.316	287.997	1.739	63.452	62.850	7.612	13.484	48892.955	21.134
178.197	20.952	77.997	589.855	288.363	1.729	63.714	63.061	7.694	13.752	48991.824	21.293
178.397	20.957	78.277	590.031	288.683	1.747	63.842	63.244	7.652	13.753	48994.945	21.973
178.598	20.930	78.391	590.566	288.138	1.740	64.188	63.605	7.780	13.781	49320.210	21.639
178.798	20.845	78.558	590.354	288.614	1.757	64.293	63.733	7.553	13.791	49317.331	21.392
178.999	20.787	78.819	590.739	289.066	1.758	64.503	63.963	7.751	13.791	49392.616	21.853
179.198	20.784	79.038	590.916	288.442	1.779	64.641	64.122	7.813	13.903	49623.280	22.418
179.400	20.829	79.123	590.632	288.917	1.804	64.663	64.053	7.643	13.903	49621.905	20.964
179.600	20.851	79.321	590.736	288.640	1.806	64.809	64.272	7.564	13.904	49881.014	22.001
179.799	20.742	79.580	590.539	288.973	1.795	64.989	64.454	7.776	13.941	49883.747	22.088
179.999	20.756	79.622	590.007	289.527	1.809	64.988	64.387	7.676	13.942	49884.927	21.809
180.199	20.807	79.836	590.590	289.005	1.798	65.275	64.792	7.843	13.825	50110.966	21.781
180.400	20.803	80.024	590.038	289.311	1.820	65.253	64.699	7.717	13.753	50113.990	22.566
180.600	20.809	80.249	589.702	289.316	1.823	65.344	64.793	8.015	13.753	50225.158	22.631
180.800	20.891	80.390	589.430	288.989	1.843	65.295	64.727	7.462	13.908	50310.775	22.845
181.001	20.704	80.613	589.965	289.381	1.829	65.321	64.804	7.904	13.900	50304.388	22.374
181.201	20.811	80.633	589.952	289.272	1.836	65.458	64.911	7.800	13.906	50471.863	22.368
181.402	20.843	80.903	589.550	289.301	1.813	65.668	65.128	7.847	13.754	50473.165	22.544
181.602	20.805	81.038	589.320	289.568	1.836	65.588	65.053	7.883	13.753	50486.134	22.231
181.802	20.834	81.242	589.000	289.418	1.823	65.675	65.131	7.836	13.768	50609.123	22.072
182.002	20.862	81.463	589.486	289.606	1.809	65.989	65.505	7.979	13.792	50609.568	22.725
182.202	20.805	81.642	589.510	289.537	1.815	66.017	65.473	8.075	13.791	50711.227	23.465
182.402	20.795	81.666	588.931	290.318	1.832	66.118	65.601	7.723	13.897	50720.477	22.083
182.602	20.781	81.836	588.838	289.529	1.829	66.561	66.069	8.043	13.903	50724.221	22.527
182.802	20.701	82.099	590.464	290.293	1.850	67.034	66.543	7.766	13.903	50841.372	23.646
183.002	20.688	82.271	590.806	290.114	1.842	67.635	67.087	7.899	13.715	50836.375	23.235
183.202	20.734	82.298	591.321	290.147	1.839	68.361	67.841	8.191	13.715	50901.480	22.785
183.402	20.754	82.630	592.587	290.368	1.859	69.103	68.612	8.120	13.693	51003.236	24.298
183.602	20.820	82.743	593.891	290.212	1.888	69.748	69.204	8.235	13.565	51002.411	24.430
183.802	20.771	82.878	595.630	290.903	1.899	70.437	69.944	8.520	13.565	51243.732	23.657
184.002	20.694	83.078	597.687	291.202	1.916	71.139	70.630	8.515	14.126	51245.583	24.408
184.203	20.808	83.220	598.883	291.321	1.948	71.722	71.173	8.816	14.320	51249.408	24.852
184.402	20.759	83.486	601.164	290.954	1.977	72.189	71.629	8.625	14.320	51568.648	25.708
184.602	20.681	83.647	601.604	291.715	2.004	72.746	72.182	8.591	14.395	51565.972	25.313
184.804	20.831	83.781	602.840	291.247	2.000	73.281	72.683	8.803	14.396	51823.496	25.927
185.003	20.696	84.065	603.801	292.038	2.039	73.733	73.124	8.979	14.395	51916.269	25.713
185.203	20.782	84.162	603.793	292.095	2.060	74.105	73.491	9.016	14.546	51916.924	25.176
185.403	20.768	84.468	605.235	292.529	2.101	74.610	73.957	9.040	14.546	52278.638	26.103
185.603	20.791	84.599	606.534	292.416	2.103	75.055	74.413	9.128	14.381	52276.213	25.680
185.804	20.722	84.983	606.977	292.308	2.137	75.481	74.806	9.229	14.206	52367.417	26.432
186.005	20.798	85.055	607.161	292.337	2.147	75.782	75.083	9.215	14.207	52626.736	26.662
186.206	20.724	85.281	608.238	292.791	2.167	75.975	75.335	9.260	14.356	52622.055	25.806
186.408	20.725	85.567	608.941	293.257	2.177	76.362	75.624	9.381	14.357	52948.686	26.843
186.607	20.756	85.645	609.849	292.724	2.191	76.392	75.717	9.347	14.358	52951.128	26.026
186.809	20.726	85.961	610.205	292.404	2.208	76.593	75.936	9.248	14.509	52953.278	27.183
187.008	20.709	86.194	610.594	293.153	2.209	76.688	75.964	9.344	14.509	53244.559	27.463
187.208	20.670	86.343	611.558	292.843	2.224	76.698	75.992	9.428	14.358	53241.301	25.971
187.408	20.739	86.538	611.900	292.538	2.218	76.694	75.976	9.453	14.056	53386.913	25.856
187.608	20.764	86.710	612.739	293.346	2.222	76.699	75.970	9.306	14.056	53488.758	26.826
187.808	20.647	86.979	613.796	293.680	2.202	76.600	75.927	9.343	14.317	53486.244	26.262
188.008	20.749	87.044	614.081	293.072	2.215	76.621	75.828	9.426	14.358	53671.362	26.108
188.210	20.640	87.343	614.745	292.980	2.220	76.538	75.779	9.273	14.358	53668.847	26.075
188.410	20.653	87.595	615.235	293.111	2.203	76.488	75.734	9.088	14.281	53705.022	26.909
188.611	20.714	87.786	615.581	292.815	2.214	76.348	75.658	9.294	14.282	53808.185	27.090
188.811	20.630	87.949	616.527	293.092	2.222	76.061	75.379	9.144	14.283	53804.870	27.068
189.011	20.704	88.046	616.598	292.646	2.215	76.157	75.425	9.185	14.320	53886.663	26.103
189.211	20.610	88.302	616.951	293.055	2.204	76.171	75.369	9.352	14.320	53890.940	27.254
189.411	20.610	88.503	617.286	292.388	2.201	76.104	75.344	9.413	14.463	53891.070	26.794
189.611	20.627	88.691	617.479	292.548	2.188	75.830	75.097	9.293	14.546	53943.715	27.123
189.811	20.629	88.719	617.239	292.989	2.198	76.024	75.319	9.402	14.547	53940.577	26.399
190.011	20.628	88.936	617.437	293.478	2.194	76.656	75.948	9.549	14.546	53951.695	26.525
190.211	20.583	89.077	618.172	292.204	2.205	77.456	76.748	9.654	14.546	53966.872	27.177
190.411	20.665	89.262	618.411	292.314	2.216	78.588	77.806	9.900	14.547	53973.777	27.709
190.611	20.608	89.399	620.056	293.272	2.249	79.461	78.756	10.055	14.623	54071.086	27.216
190.811	20.628	89.619	620.989	293.578	2.296	80.584	79.717	10.200	14.622	54073.803	29.086
191.011	20.656	89.796	622.139	292.715	2.305	81.605	80.786	10.107	14.573	54080.845	28.576
191.212	20.601	90.052	623.559	293.812	2.330	82.659	81.794	10.351	14.509	54307.596	29.903
191.412	20.552	90.158	625.130	293.714	2.357	83.533	82.768	10.716	14.508	54302.663	29.360
191.612	20.639	90.275	627.500	293.592	2.391	84.283	83.488	10.447	15.064	54569.308	30.243
191.812	20.624	90.502	628.981	294.308	2.403	85.216	84.373	10.653	15.076	54661.216	30.303
192.012	20.643	90.652	630.607	294.572	2.439	85.985	85.176	10.821	15.076	54658.240	29.859
192.212	20.538	90.866	631.961	294.633	2.438	87.009	86.179	11.119	15.416	55078.437	29.634
192.412	20.592	91.120	632.949	294.780	2.466	87.957	87.121	10.973	15.417	55083.887	30.588
192.612	20.613	91.261	634.556	295.038	2.481	89.219	88.408	11.010	15.379	55212.899	30.934
192.812	20.465	91.443	636.081	295.422	2.526	90.529	89.778	11.144	15.228	55557.027	31.060
193.012	20.577	91.677	638.574	295.379	2.556	91.556	90.721	11.496	15.228	55561.232	31.597
